DATA; IP_ACESSO ; SISTEMA_OPERACIONAL ; NAVEGADOR;  USUARIO; APLICACAO
2016-02-19 17:32:13;192.168.0.202;Windows ;Chrome ;Joline Medeiros;Importacao de Pedido de compra
